1,1,121.8,335.77,132.98000000000002,58.27000000000004,1,1,1.0
1,2,732.83,265.67,71.87,39.81,1,1,1.0
1,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
2,1,97.45,338.61,136.12,60.06,1,1,1.0
2,2,718.66,267.61,73.13,40.099999999999966,1,1,1.0
2,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
3,1,73.09,341.46,139.26,61.84000000000003,1,1,1.0
3,2,704.48,269.56,74.39999999999998,40.379999999999995,1,1,1.0
3,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
4,1,48.74,344.31,142.39,63.629999999999995,1,1,1.0
4,2,690.31,271.5,75.66000000000008,40.670000000000016,1,1,1.0
4,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
5,1,24.39,347.15,145.52999999999997,65.42000000000002,1,1,1.0
5,2,676.13,273.44,76.92999999999995,40.97000000000003,1,1,1.0
5,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
6,1,0.03,350.0,148.67,67.19999999999999,1,1,1.0
6,2,661.96,275.39,78.18999999999994,41.25,1,1,1.0
6,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
7,1,0.03,350.0,124.77,67.19999999999999,1,1,1.0
7,2,647.79,277.33,79.45000000000005,41.54000000000002,1,1,1.0
7,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
8,1,0.03,356.73,101.42,62.51999999999998,1,1,1.0
8,2,633.61,279.27,80.72000000000003,41.84000000000003,1,1,1.0
8,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
9,1,0.03,363.45,78.07,57.85000000000002,1,1,1.0
9,2,619.44,281.21,81.9799999999999,42.129999999999995,1,1,1.0
9,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
10,1,0.03,370.18,54.72,53.170000000000016,1,1,1.0
10,2,605.26,283.16,83.25,42.40999999999997,1,1,1.0
10,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
11,1,0.03,376.9,31.369999999999997,48.5,1,1,1.0
11,2,591.09,285.1,84.50999999999999,42.69999999999999,1,1,1.0
11,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
12,2,574.39,287.33,85.87,43.77000000000004,1,1,1.0
12,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
13,2,557.69,289.56,87.2299999999999,44.85000000000002,1,1,1.0
13,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
14,2,541.0,291.79,88.58000000000004,45.91999999999996,1,1,1.0
14,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
15,2,524.3,294.02,89.94000000000005,46.99000000000001,1,1,1.0
15,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
16,2,507.6,296.25,91.29999999999995,48.06,1,1,1.0
16,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
17,2,490.9,298.48,92.65999999999997,49.129999999999995,1,1,1.0
17,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
18,2,474.2,300.71,94.02000000000004,50.200000000000045,1,1,1.0
18,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
19,2,457.51,302.94,95.37,51.26999999999998,1,1,1.0
19,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
20,2,440.81,305.17,96.72999999999996,52.339999999999975,1,1,1.0
20,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
21,2,424.11,307.4,98.09000000000003,53.410000000000025,1,1,1.0
21,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
22,2,403.92,310.99,100.81,54.289999999999964,1,1,1.0
22,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
23,2,383.72,314.58,103.53999999999996,55.160000000000025,1,1,1.0
23,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
24,2,363.53,318.17,106.26000000000005,56.039999999999964,1,1,1.0
24,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
25,2,343.34,321.76,108.98000000000002,56.920000000000016,1,1,1.0
25,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
26,2,323.14,325.35,111.71000000000004,57.789999999999964,1,1,1.0
26,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
27,2,302.95,328.94,114.43,58.670000000000016,1,1,1.0
27,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
28,2,282.76,332.53,117.15000000000003,59.54000000000002,1,1,1.0
28,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
29,2,262.56,336.12,119.88,60.420000000000016,1,1,1.0
29,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
30,2,242.37,339.71,122.60000000000002,61.29000000000002,1,1,1.0
30,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
31,2,222.18,343.3,125.32,62.170000000000016,1,1,1.0
31,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
32,2,199.96,346.99,125.41,63.920000000000016,1,1,1.0
32,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
33,2,177.74,350.68,125.5,65.65999999999997,1,1,1.0
33,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
34,2,155.53,354.37,125.58000000000001,67.40999999999997,1,1,1.0
34,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
35,2,133.31,358.06,125.67000000000002,69.16000000000003,1,1,1.0
35,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
36,2,111.09,361.75,125.75999999999999,70.89999999999998,1,1,1.0
36,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
37,2,88.87,365.44,125.85,72.64999999999998,1,1,1.0
37,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
38,2,66.65,369.13,125.94,74.39999999999998,1,1,1.0
38,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
39,2,44.44,372.82,126.02000000000001,76.13999999999999,1,1,1.0
39,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
40,2,22.22,376.51,126.11000000000001,77.88999999999999,1,1,1.0
40,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
41,2,0.0,380.2,126.2,79.63,1,1,1.0
41,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
42,2,0.0,388.95,100.95,70.88,1,1,1.0
42,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
43,2,0.0,397.7,75.7,62.129999999999995,1,1,1.0
43,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
44,2,0.0,406.45,50.45,53.379999999999995,1,1,1.0
44,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
45,2,0.0,415.2,25.2,44.629999999999995,1,1,1.0
45,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
46,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
47,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
48,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
49,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
50,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
51,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
52,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
53,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
54,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
55,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
56,4,927.96,223.93,32.039999999999964,64.07,1,1,1.0
56,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
57,4,921.31,224.42,37.48000000000002,65.26000000000002,1,1,1.0
57,3,210.53,247.23,92.22999999999999,46.599999999999994,1,1,1.0
58,4,914.65,224.92,42.930000000000064,66.44000000000003,1,1,1.0
